show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80097438,Movie,Holy Hell,Will Allen,Unknown,United States,September 1  2016,2016,NR,103 min,Documentaries,An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.
80114419,Movie,Off Course,Nacho G. Velilla,Yon González  Julián López  Blanca Suárez  Malena Alterio  Úrsula Corberó  Miki Esparbé  Younes Bachir  Javier Cámara  Carmen Machi  José Sacristán,Spain,September 1  2016,2015,TV-MA,107 min,Comedies  International Movies,Fed up with the uselessness of their degrees and swayed by a TV commercial  two Spaniards head to Berlin for work but find it not quite as advertised.
80118888,Movie,Saudi Arabia Uncovered,Unknown,Unknown,United Kingdom,September 1  2016,2016,TV-14,52 min,Documentaries,Undercover cameras expose public floggings  executions and other brutality in Saudi Arabia  and introduce those risking their own lives for change.
80128337,TV Show,Station Horizon,Unknown,Bernard Yerlès  Roland Vouilloz  Gaspard Boesch  Alexandra Vandernoot  Marie Fontannaz  Lavinia Longhi  Baptiste Gilliéron,Switzerland,September 1  2016,2015,TV-MA,1 Season,International TV Shows  TV Comedies  TV Dramas,Ex-con Joris returns to his Swiss hometown  a community obsessed with American culture and ideals  to start over and save his family's gas station.
80103426,Movie,We Need to Talk,David Serrano,Hugo Silva  Michelle Jenner  Ernesto Sevilla  Belén Cuesta  Óscar Ladoire  Ilay Kurelovic  Verónica Forqué  Luis Jaspe  Borja Luna  José Luis Marín,Spain,September 1  2016,2016,TV-MA,91 min,Comedies  International Movies  Romantic Movies,A happy woman's new love is going great  but she needs one thing: divorce papers from her depressed ex. To get them  trickery may be in order.
80118889,TV Show,Witches: A Century of Murder,Unknown,Suzannah Lipscomb,United Kingdom,September 1  2016,2015,TV-14,1 Season,British TV Shows  Crime TV Shows  Docuseries,Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century  examining common myths about their origin.
80244311,Movie,After,Jenny Gage,Josephine Langford  Hero Fiennes Tiffin  Selma Blair  Inanna Sarkis  Shane Paul McGhie  Pia Mia  Khadijha Red Thunder  Dylan Arnold  Samuel Larsen  Jennifer Beals  Peter Gallagher,United States,October 9  2019,2019,PG-13,106 min,Dramas  Romantic Movies,Wholesome college freshman Tessa Young thinks she knows what she wants out of life  until she crosses paths with complicated bad boy Hardin Scott.
80216665,TV Show,Rhythm + Flow,Unknown,Cardi B  Chance The Rapper  T.I.,United States,October 9  2019,2019,TV-MA,1 Season,Reality TV,In this music competition show  judges Tip “T.I.” Harris  Cardi B and Chance the Rapper hit the streets to find the next rap superstar.
80239503,Movie,Mo Amer: The Vagabond,Stan Lathan,Mo Amer,United States,October 9  2018,2018,TV-MA,57 min,Stand-Up Comedy,Arab-American comedian Mo Amer recounts his life as a refugee comic  from traveling with the name Mohammed to his long path to citizenship.
80031666,Movie,Winter on Fire: Ukraine's Fight for Freedom,Evgeny Afineevsky,Unknown,United Kingdom  Ukraine  United States,October 9  2015,2015,NR,99 min,Documentaries  International Movies,Over 93 days in Ukraine  what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.
80025390,Movie,The Water Diviner,Russell Crowe,Russell Crowe  Olga Kurylenko  Yılmaz Erdoğan  Cem Yılmaz  Jai Courtney  Ryan Corr  James Fraser  Ben O'Toole  Steve Bastoni  Salih Kalyon,Australia  United States,October 7  2019,2014,R,111 min,Dramas  International Movies,Years after the presumed death of his three sons in battle  a grieving farmer journeys to Turkey to find them and return them to their homeland.
80196216,Movie,Chris Brown: Welcome to My Life,Andrew Sandler,Chris Brown,United States,October 7  2017,2017,TV-MA,80 min,Documentaries  Music & Musicals,Featuring interviews  concert footage and behind-the-scenes access  this documentary delivers fans an all-access look at the life of Chris Brown.
80091741,Movie,13TH,Ava DuVernay,Unknown,United States,October 7  2016,2016,TV-MA,101 min,Documentaries,In this thought-provoking documentary  scholars  activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.
80115464,Movie,Russell Peters: Almost Famous,Dave Higby,Russell Peters,United States,October 7  2016,2016,TV-MA,73 min,Stand-Up Comedy,The comic comes home to Toronto to sound off on cultural quirks  kids' furniture and bathroom visits  reveling in all things ridiculously human.
80113144,TV Show,StoryBots Super Songs,Unknown,Judy Greer  Jeff Gill  Erin Fitzgerald  Fred Tatasciore  Gregg Spiridellis,United States,October 7  2016,2016,TV-Y,1 Season,Kids' TV,Characters from the popular StoryBots apps for early childhood education give musical lessons on math  science  history  behaviors  emotions and more.
80041653,Movie,The Siege of Jadotville,Richie Smyth,Jamie Dornan  Guillaume Canet  Emmanuelle Seigner  Jason O'Mara  Mikael Persbrandt  Mark Strong  Michael McElhatton  Danny Sapani  Sam Keeley  Ronan Raftery  Mike Noble  Charlie Kelly  Conor MacNeill  Fionn O'Shea  Conor Quinlan  Jordan Mifsud,Ireland  South Africa,October 7  2016,2016,TV-MA,108 min,Action & Adventure  Dramas  International Movies,Besieged by overwhelming enemy forces  Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.
80174918,TV Show,ID-0,Unknown,Kazuyuki Okitsu  Minami Tsuda  Masaya Matsukaze  Sayaka Ohara  Rikiya Koyama  Hisako Kanemoto  Ari Ozawa  Junko Minagawa  Reina Ueda,Japan,October 6  2017,2017,TV-14,1 Season,Anime Series  International TV Shows,In the midst of a field exercise operating I-Machines  Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.
80170301,Movie,Kung Fu Yoga,Stanley Tong,Jackie Chan  Disha Patani  Amyra Dastur  Sonu Sood  Aarif Rahman  Miya Muqi  Zhang Yixing  Eric Tsang,China  India  Nepal,October 6  2017,2017,TV-PG,107 min,Action & Adventure  Comedies  International Movies,Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.
80189623,Movie,The Death and Life of Marsha P. Johnson,David France,Unknown,United States,October 6  2017,2017,TV-MA,106 min,Documentaries  LGBTQ Movies,As she fights the tide of violence against trans women  activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson.
80215730,TV Show,Legend Quest: Masters of Myth,Unknown,Johnny Rose  Annemarie Blanco  Paul Tei  Oscar Cheda  Chuck Morgan  Jenna Lamia  James Carrey,Mexico,October 5  2019,2019,TV-Y7,1 Season,Kids' TV,When mythical creatures come to life  it's up to Leo  Teodora  Don Andrés and Alebrije – super-secret monster hunters – to save the day.
80198511,TV Show,Dancing Queen,Unknown,Justin "Alyssa Edwards" Johnson,Unknown,October 5  2018,2018,TV-14,1 Season,Reality TV,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day – and the drag world by night.
80240840,TV Show,Empire Games,Unknown,Jim O'Brien,Czech Republic  United States,October 5  2018,2018,TV-14,1 Season,Docuseries,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.
80191369,TV Show,LOST SONG,Unknown,Konomi Suzuki  Yukari Tamura  Misaki Kuno  Chiaki Takahashi  Seiichiro Yamashita  Asami Seto  Yu Serizawa  Ai Kayano  Tsuyoshi Koyama  Yuto Suzuki  Mitsuru Ogata  Hiroshi Ito,Japan,October 5  2018,2018,TV-14,1 Season,Anime Series  International TV Shows,War looms over the kingdom of Neunatia  where two young women are both burdened and blessed by the power of song.
80242081,Movie,Malevolent,Olaf de Fleur,Florence Pugh  Ben Lloyd-Hughes  Celia Imrie  James Cosmo  Scott Chambers  Georgina Bevan,United Kingdom,October 5  2018,2018,TV-MA,89 min,Horror Movies  Thrillers,A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very  very real.
80168222,Movie,Private Life,Tamara Jenkins,Paul Giamatti  Kathryn Hahn  Kayli Carter  Molly Shannon  John Carroll Lynch  Denis O'Hare  Desmin Borges  Tracee Chimo  Siobhan Fallon Hogan  Emily Robinson,United States,October 5  2018,2018,R,124 min,Comedies  Dramas  Independent Movies,Struggling to conceive  a couple in their 40s are almost out of options – until a sliver of hope arrives in the form of their visiting step-niece.
80220650,TV Show,YG Future Strategy Office,Unknown,Seungri  Yoo Byung Jae  Lee Jai-jin  Jinu  Son Se-bin  Kim Ga-eun  Park Choong-hwan  Baek Yeong-gwang  Choi Sin-deuk,South Korea,October 5  2018,2018,TV-MA,1 Season,International TV Shows  Korean TV Shows  TV Comedies,K-pop star Seungri  BIGBANG's youngest member  tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.
80164032,Movie,A Plastic Ocean,Unknown,Tanya Streeter,United Kingdom  Hong Kong,October 4  2019,2016,TV-PG,100 min,Documentaries,When he discovers the world's oceans brimming with plastic waste  a documentary filmmaker investigates the pollution's environmental impacts.
80237905,Movie,In the Tall Grass,Vincenzo Natali,Patrick Wilson  Laysla De Oliveira  Avery Whitted  Harrison Gilbertson  Rachel Wilson  Will Buie Jr.,Canada,October 4  2019,2019,TV-MA,102 min,Horror Movies  Thrillers,After hearing a boy's cry for help  a pregnant woman and her brother wade into a vast field of grass  only to discover there may be no way out.
80117803,TV Show,Raising Dion,Unknown,Alisha Wainwright  Ja'Siah Young  Jason Ritter  Michael B. Jordan  Jazmyn Simon  Ali Ahn  Sammi Haney,United States,October 4  2019,2019,TV-PG,1 Season,Kids' TV  TV Action & Adventure  TV Dramas,A widowed mom sets out to solve the mystery surrounding her young son's emerging superpowers while keeping his extraordinary gifts under wraps.
80141858,Movie,LEGO Jurassic World: The Indominus Escape,Michael D. Black,A.J. LoCascio  Sendhil Ramamurthy  Fred Tatasciore  Jake Johnson  Lauren Lapkus  Zachary Levi  BD Wong  David Gunning,United States,October 4  2016,2016,TV-Y7,25 min,Children & Family Movies  Comedies,The scientists of Jurassic World create a captivating and terrifying new creature that loves hot dogs. But what happens when the hot dogs run out?
80203920,TV Show,Nowhere Man,DJ Chen,Alyssa Chia  Mavis Fan  Joseph Chang  Wang Po-chieh  Jeremiah Zhang  Chou Min-fu  Greg Hsu  Kuo Tze-cheng  Shen Hai-jung  Lu Yi-long,Taiwan,October 31  2019,2019,TV-MA,1 Season,Crime TV Shows  International TV Shows  TV Action & Adventure,Two nefarious schemes taking place 10 years apart entangle a dauntless triad member  who must break out of prison to rescue a loved one.
80242051,TV Show,Sleepless Society: Bedtime Wishes,Unknown,Shahkrit Yamnarm  Savika Chaiyadej  Supoj Chancharoen  Pairoj Sangwariboot  Suchao Pongwilai  Nataya Chanrung  Papangkorn Lerkchaleampote  Suchada Tongam  Sasin Chow,Unknown,October 31  2019,2019,TV-MA,1 Season,Crime TV Shows  International TV Shows  TV Dramas,During a holiday stay at a hotel resort  a flight attendant encounters a wealthy  mysterious man with two different personas.
80199806,Movie,Gun City,Dani de la Torre,Luis Tosar  Michelle Jenner  Vicente Romero  Manolo Solo  Paco Tous  Adriana Torrebejano  Pep Tosar  Jaime Lorente  Ernesto Alterio  Fernando Cayo,Spain  France,October 31  2018,2018,TV-MA,126 min,Dramas  International Movies  Thrillers,In 1921 Barcelona  amid unrest between anarchists and the police  a cop plays both sides to learn who stole army weapons that could ignite a civil war.
80084834,Movie,Heneral Luna,Jerrold Tarog,John Arcilla  Mon Confiado  Arron Villaflor  Joem Bascon  Archie Alemania  Art Acuña  Alex Medina  Nonie Buencamino  Lorenz Martinez  Jeffrey Quizon  Alvin Anson  Mylene Dizon  Bing Pimentel  Leo Martinez  Ketchup Eusebio  Ronnie Lazaro  Paulo Avelino,Philippines,October 31  2018,2015,R,118 min,Dramas  International Movies,Flashbacks reveal Gen. Antonio Luna's tireless fight for Filipino independence from the U.S. and his leadership in the Philippine-American War in 1899.
80208273,Movie,Judah Friedlander: America Is the Greatest Country in the United States,Judah Friedlander,Judah Friedlander,United States,October 31  2017,2017,TV-MA,84 min,Stand-Up Comedy,Deadpan comic and self-proclaimed world champion Judah Friedlander performs over several nights in New York  explaining why America is No. 1.
80145699,Movie,The B-Side: Elsa Dorfman's Portrait Photography,Errol Morris,Elsa Dorfman,United States,October 31  2017,2016,TV-MA,76 min,Documentaries,Filmmaker Errol Morris probes the life  work and studio of his pal Elsa Dorfman  a Polaroid photographer who's shot luminaries and regular folk alike.
80204927,TV Show,Zumbo's Just Desserts,Unknown,Adriano Zumbo  Rachel Khoo,Australia,October 31  2017,2016,TV-14,1 Season,International TV Shows  Reality TV,Dessert wizard Adriano Zumbo looks for the next “Willy Wonka” in this tense competition that finds skilled amateurs competing for a $100 000 prize.
80207446,Movie,Shorgul,Jitendra Tiwari  Pranav Singh,Ashutosh Rana  Jimmy Shergill  Suha Gezen  Sanjay Suri  Narendra Jha  Hiten Tejwani  Eijaz Khan  Aniruddha Dave,India,October 30  2018,2016,TV-14,122 min,Dramas  International Movies,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.
80207447,Movie,Siddhant,Vivek Wagh,Vikram Gokhale  Swati Chitnis  Kishore Kadam  Ganesh Yadav  Sarang Sathaye  Archit Deodhar  Madhavi Soman  Neha Mahajan,India,October 30  2018,2014,TV-G,105 min,Dramas  Independent Movies  International Movies,A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.
80192097,Movie,SPF-18,Alex Israel,Carson Meyer  Noah Centineo  Bianca Santos  Jackson White  Sean Russel Herman  Rosanna Arquette  Molly Ringwald  Pamela Anderson  Keanu Reeves  Goldie Hawn,United States,October 30  2017,2017,PG-13,75 min,Dramas  Romantic Movies  Sports Movies,The arrival of an enigmatic struggling musician in Malibu shakes the ground beneath the feet of a teenage girl and her surfer boyfriend.
80217066,TV Show,Seis Manos,Unknown,Aislinn Derbez  Mike Colter  Jonny Cruz  Angélica Vale  Vic Chao  Danny Trejo,United States,October 3  2019,2019,TV-MA,1 Season,Anime Series  Crime TV Shows,Orphans raised by a martial arts master are plunged into a mystery involving demonic powers  drug cartels  ancient rituals and blood sacrifice.
80191963,Movie,The Black Prince,Kavi Raz,Satinder Sartaaj  Shabana Azmi  Jason Flemyng  Amanda Root  Rup Magon  Sophie Stevens  Keith Duffy  David Essex  Leanne Joyce  Ranjit Singh Shubh,United Kingdom  India  United States,October 3  2018,2017,PG-13,121 min,Dramas  International Movies,After being exiled to England as a child  a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.
80218099,Movie,Truth or Dare,Nick Simon,Cassandra Scerbo  Brytni Sarpy  Mason Dye  Harvey Guillen  Luke Baines  Ricardo Hoyos  Alexxis Lemire  Christina Masterson  Heather Langenkamp,United States,October 3  2018,2017,TV-MA,88 min,Horror Movies,A game of "Truth or Dare" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.
80199767,Movie,Cult of Chucky,Don Mancini,Fiona Dourif  Michael Therriault  Adam Hurtig  Alex Vincent  Jennifer Tilly  Brad Dourif  Summer H. Howell  Grace Lynn Kung  Elisabeth Rosen  Zak Santiago  Ali Tataryn,United States,October 3  2017,2017,R,90 min,Horror Movies,Following a string of murders in the asylum where she's confined  Nica Pierce begins to wonder whether Chucky is real after all.
80191665,Movie,Rodney Carrington: Here Comes the Truth,Brandon Jones,Rodney Carrington,United States,October 3  2017,2017,TV-MA,66 min,Stand-Up Comedy,Raunchy country comic and musician Rodney Carrington jokes and sings about life in his 40s  poking fun at sex  relationships and gaining weight.
80161921,Movie,Security,Alain Desrochers,Antonio Banderas  Ben Kingsley  Liam McIntyre  Cung Le  Katherine de la Rocha  Chad Lindberg  Jiro Wang  Gabriella Wright  Shari Watson  John Strong,United States,October 3  2017,2017,R,92 min,Action & Adventure,After taking a job as a mall security guard  a former Marine steps up to protect a young girl who's being hunted by heavily armed mercenaries.
80224362,Movie,Kings,Deniz Gamze Ergüven,Halle Berry  Daniel Craig  Lamar Johnson  Kaalan Walker  Rachel Hilson  Issac Ryan Brown  Callan Farris  Serenity Reign Brown  Reece Cody  Aiden Akpan,France  Belgium  China  United States,October 29  2018,2017,R,87 min,Dramas,A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.
80092857,Movie,Pup Star,Robert Vince,Makenzie Moss  Jed Rees  David DeLuise  Carla Jimenez  Tom Everett Scott  Diedrich Bader  George Newbern  Bonnie Somerville  John Ratzenberger,Canada,October 29  2016,2016,G,92 min,Children & Family Movies  Comedies,After a singing pup with big dreams of stardom gets dognapped and escapes with a friend's help  her journey home is a fun  music-filled adventure.
80244679,Movie,A 3 Minute Hug,Everardo González,Unknown,Mexico  United States,October 28  2019,2019,TV-PG,28 min,Documentaries  International Movies,This documentary captures the joy and heartbreak of families separated by the U.S.-Mexico border sharing a short but bittersweet reunion in 2018.
80067754,Movie,Equals,Drake Doremus,Nicholas Hoult  Kristen Stewart  Jacki Weaver  Guy Pearce  Rebecca Hazlewood  Scott Lawrence  Kai Lennox  Rizwan Manji,United States  Indonesia,October 28  2018,2015,PG-13,102 min,Dramas  Romantic Movies  Sci-Fi & Fantasy,Two young lovers depart from the norm simply by having romantic feelings for each other in a society where humans have been relieved of all emotions.
80189954,Movie,Pup Star: Better 2Gether,Robert Vince,Kaitlyn Maher  Obba Babatundé  Lombardo Boyar  Molly Burnett  Chris Coppola  Reggie De Leon  David DeLuise  Matty Finochio  Josh Flitter  Benjamin Flores Jr.,Canada,October 28  2017,2017,PG,93 min,Children & Family Movies  Comedies,Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.
80094648,Movie,I Am the Pretty Thing That Lives in the House,Osgood Perkins,Ruth Wilson  Bob Balaban  Lucy Boynton  Paula Prentiss,Canada  United States,October 28  2016,2016,TV-14,89 min,Horror Movies  International Movies  Thrillers,A nervous nurse who scares easily finds herself caring for an ailing horror novelist while living in a house with hidden secrets.
80066073,Movie,Into the Inferno,Werner Herzog,Werner Herzog,United Kingdom  Germany  Canada,October 28  2016,2016,TV-PG,107 min,Documentaries,With stunning views of eruptions and lava flows  Werner Herzog captures the raw power of volcanoes and their ties to indigenous spiritual practices.
80123740,Movie,The African Doctor,Julien Rambaldi,Marc Zinga  Aïssa Maïga  Bayron Lebli  Médina Diarra  Rufus  Jonathan Lambert  Jean-Benoît Ugeux,France,October 28  2016,2016,TV-PG,94 min,Comedies  Dramas  International Movies,Happily escaping a dictatorship  a Congolese doctor transplants his family to a small French village  where culture shock sets in for everyone.
80123741,Movie,They Are Everywhere,Yvan Attal,Yvan Attal  Benoît Poelvoorde  Charlotte Gainsbourg  Valérie Bonneton  Dany Boon  Grégory Gadebois  Denis Podalydès  François Damiens  Yamée Couture  Freya Mavor  Rivka Michaeli,France  Belgium,October 28  2016,2016,TV-MA,110 min,Comedies  International Movies,In counseling sessions with his therapist  preoccupied Yvan shares stories of anti-Semitism and what it's like to live as a Jew in modern France.
80094260,TV Show,Trailer Park Boys: Out of the Park: Europe,Unknown,Mike Smith  John Paul Tremblay  Robb Wells,Canada,October 28  2016,2016,TV-MA,1 Season,International TV Shows  TV Comedies,The Trailer Park Boys are thrilled to get a free trip to Europe  until they arrive and learn about their corporate sponsor's unusual requirements.
80123742,Movie,West Coast,Benjamin Weill,Devi Couzigou  Mathis Crusson  Victor Le Blond  Sullivan Loyez  Pierre-François Martin-Laval  Hugo Chalan-Marchio,France,October 28  2016,2016,TV-MA,81 min,Comedies  Dramas  International Movies,Four small-town French teens who style themselves after American rappers set out to avenge a classroom insult and end up on a mind-blowing adventure.
80197912,TV Show,Beyond Stranger Things,Unknown,Jim Rash  Matt Duffer  Ross Duffer  Shawn Levy  David Harbour  Finn Wolfhard  Millie Bobby Brown  Gaten Matarazzo  Caleb McLaughlin  Natalia Dyer  Charlie Heaton  Noah Schnapp  Joe Keery  Dacre Montgomery  Sadie Sink  Paul Reiser  Sean Astin  Randy Havens  Brett Gelman  Linnea Berthelsen,United States,October 27  2017,2017,TV-14,1 Season,Stand-Up Comedy & Talk Shows  TV Mysteries  TV Sci-Fi & Fantasy,Secrets from the "Stranger Things 2" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!
80117454,Movie,Joan Didion: The Center Will Not Hold,Griffin Dunne,Joan Didion,United States,October 27  2017,2017,TV-14,98 min,Documentaries,Literary icon Joan Didion reflects on her remarkable career and personal struggles in this intimate documentary directed by her nephew  Griffin Dunne.
80095197,Movie,7 años,Roger Gual,Paco León  Juana Acosta  Juan Pablo Raba  Alex Brendemühl  Manuel Morón,Spain,October 27  2016,2016,TV-MA,77 min,Dramas  International Movies,Loyalties are tested and cruelties revealed when four business partners spend a tense evening debating who will pay for the crime they committed.
80045783,Movie,Manson Family Vacation,J. Davis,Jay Duplass  Linas Phillips  Leonora Pitts  Adam Chernick  Davie-Blue  Suzanne Ford  Tobin Bell,United States,October 27  2015,2015,NR,85 min,Comedies  Dramas  Independent Movies,The pleasant family life of an L.A. attorney is disrupted by the sudden arrival of his brother  who is obsessed with the Charles Manson murders.
80211622,Movie,Been So Long,Tinge Krishnan,Michaela Coel  Arinzé Kene  George MacKay  Ashley Thomas  Joe Dempsie  Ronke Adekoluejo  Luke Norris  Mya Lewis,Unknown,October 26  2018,2018,TV-MA,100 min,Dramas  International Movies  Music & Musicals,A single mother in London's Camden Town hears music when she meets a handsome stranger with a past. But she's not sure she's ready to open her heart.
80202352,Movie,Incoming,Eric Zaragosa,Scott Adkins  Aaron McCusker  Vahldin Prelic  Lukas Loughran  Michelle Lehane  Alaa Seif  Milan Kovacevic  Arkie Reece  Vladimir Alenikov  Dominic Power,Serbia  United States,October 26  2018,2019,TV-MA,89 min,Action & Adventure  Sci-Fi & Fantasy,When an imprisoned terrorist cell hijacks a high-security prison in outer space  a CIA agent becomes the one chance of stopping them.
80235268,Movie,Jefe,Sergio Barrejón,Luis Callejo  Juana Acosta  Carlo D'Ursi  Josean Bengoetxea  Bárbara Santa-Cruz  Maica Barroso  Adam Jezierski  Sergio Quintana,Spain  Portugal,October 26  2018,2018,TV-MA,90 min,Comedies  Dramas  International Movies,A rude  self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption.
80241061,Movie,Shirkers,Sandi Tan,Unknown,United States  United Kingdom,October 26  2018,2018,TV-14,97 min,Documentaries,In 1992  Sandi Tan and her friends shot a quirky film on the streets of Singapore. Then the footage disappeared  sending her on a hunt for answers.
80185048,TV Show,Terrorism Close Calls,Unknown,Unknown,United States  Czech Republic,October 26  2018,2018,TV-MA,1 Season,Crime TV Shows  Docuseries  International TV Shows,Law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.
80173479,Movie,Strange Weather,Katherine Dieckmann,Holly Hunter  Carrie Coon  Kim Coates  Shane Jacobsen  Andrene Ward-Hammond  Allene Quincy  Glenne Headly,United States,October 26  2017,2016,R,91 min,Dramas  Independent Movies,A grieving mother takes a road trip with her friend to confront the man who  she believes  stole her late son's business idea to get rich.
80081372,Movie,A Tale of Love and Darkness,Natalie Portman,Natalie Portman  Gilad Kahana  Amir Tessler  Moni Moshonov  Ohad Knoller  Makram Khoury  Neta Riskin  Alexander Peleg  Rotem Keinan  Tomer Kapon,Israel  United States,October 25  2019,2015,PG-13,98 min,Dramas  International Movies,Based on the memoirs of author Amos Oz  this poetic drama shares his family's tale of suffering and survival in the early years of independent Israel.
80221210,TV Show,Brotherhood,Unknown,Naruna Costa  Seu Jorge  Hermila Guedes  Lee Taylor  Danilo Grangheia  Wesley Guimarães  Pedro Wagner,Brazil,October 25  2019,2019,TV-MA,1 Season,Crime TV Shows  International TV Shows  TV Dramas,An honest lawyer reaches a moral crossroads after the cops force her to inform on her incarcerated brother  the leader of a rising criminal faction.
80182014,Movie,Dolemite Is My Name,Craig Brewer,Eddie Murphy  Wesley Snipes  Keegan-Michael Key  Mike Epps  Craig Robinson  Tituss Burgess  Da'Vine Joy Randolph  Kodi Smit-McPhee,United States,October 25  2019,2019,R,118 min,Comedies  Dramas,In 1970s LA  struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego  Dolemite  then risks it all to take his act to the big screen.
80219941,Movie,Meet the Trumps: From Immigrant to President,Paul Berczeller  Mark Radice,Unknown,United Kingdom,October 25  2017,2017,TV-14,48 min,Documentaries,Learn about Donald Trump's family history  including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire.
80064515,Movie,The Hateful Eight,Quentin Tarantino,Samuel L. Jackson  Kurt Russell  Jennifer Jason Leigh  Walton Goggins  Demián Bichir  Tim Roth  Michael Madsen  Bruce Dern  James Parks  Dana Gourrier  Channing Tatum  Zoë Bell,United States,October 25  2017,2015,R,168 min,Action & Adventure  Thrillers,Years after the Civil War  a bounty hunter and his captive are waylaid by a Wyoming blizzard and hole up in a way station with six dicey strangers.
80062011,Movie,Walt Disney Animation Studios Short Films Collection,Chris Buck  Jennifer Lee  Patrick Osborne  Lauren MacMullan  John Kahrs  Nathan Greno  Byron Howard  Stevie Wermers  Dean Wellins  Kevin Deters  Roger Allers  Mike Gabriel  Mark Henn,Kristen Bell  Josh Gad  Jonathan Groff  Idina Menzel  Geoffrey Jones  Alfre Woodard  Carrie Harrington  Tim Hodge  David Murray  Sarah Chalke  Dave Foley  Derek Richardson  Betty White  Zachary Levi  Mandy Moore,United States,October 25  2015,2015,TV-G,90 min,Children & Family Movies,This collection of 12 short films from Disney includes "Frozen Fever " the Mickey Mouse short "Get a Horse!" and Oscar winners "Paperman" and "Feast."
80197462,TV Show,Daybreak,Unknown,Colin Ford  Alyvia Alyn Lind  Sophie Simnett  Austin Crute  Cody Kearsley  Jeanté Godlock  Gregory Kasyan  Krysta Rodriguez  Matthew Broderick,United States,October 24  2019,2019,TV-MA,1 Season,TV Action & Adventure  TV Comedies  TV Horror,Living his best life in post-apocalyptic LA  a slacker strives to find the girl of his dreams while outwitting mindless ghouls and cliquish gangs.
80205231,Movie,Baahubali: The Beginning (English Version),S.S. Rajamouli,Prabhas  Rana Daggubati  Anushka Shetty  Tamannaah Bhatia  Sathyaraj  Nassar  Ramya Krishnan  Sudeep,India,October 24  2018,2015,TV-14,138 min,Action & Adventure  Dramas  International Movies,Villagers in the kingdom of Mahismati rescue a baby who is destined to embark on a heroic quest in this English version of S.S. Rajamouli's epic.
80235864,TV Show,Bodyguard,Unknown,Richard Madden  Keeley Hawes  Gina McKee  Sophie Rundle  Vincent Franklin  Pippa Haywood  Paul Ready  Tom Brooke  Nicholas Gleaves  Stuart Bowman,United Kingdom,October 24  2018,2018,TV-MA,1 Season,British TV Shows  Crime TV Shows  International TV Shows,After helping thwart a terrorist attack  a war veteran is assigned to protect a politician who was a main proponent of the very conflict he fought in.
80158919,Movie,Jack Whitehall: At Large,Brian Klein,Jack Whitehall,United Kingdom,October 24  2017,2017,TV-MA,68 min,Stand-Up Comedy,Comedian Jack Whitehall takes the stage to tell stories about drinking  drugs  a Google Maps van and his ongoing rivalry with Robert Pattinson.
80135414,TV Show,The Mist,Unknown,Morgan Spector  Alyssa Sutherland  Gus Birney  Danica Curcic  Okezie Morro  Luke Cosgrove  Darren Pettie  Russell Posner  Frances Conroy  Dan Butler  Isiah Whitlock Jr.,United States,October 24  2017,2017,TV-MA,1 Season,TV Dramas  TV Horror  TV Mysteries,Trapped by a mysterious fog  residents of a Maine village discover that it hides nightmarish creatures. A new series based on Stephen King's novella.
80017261,Movie,American Heist,Sarik Andreasyan,Hayden Christensen  Adrien Brody  Jordana Brewster  Tory Kittles  Akon  Luis Da Silva Jr.  Lance E. Nichols  Joe Chrest,Canada  Luxembourg,October 23  2019,2014,R,95 min,Action & Adventure  Dramas,An ex-con is just getting his life back on track when his older brother is released from prison and drags him into the underworld for one final heist.
80186796,Movie,Dancing with the Birds,Huw Cordey,Stephen Fry,United States,October 23  2019,2019,TV-PG,52 min,Documentaries,From ruffling their majestic feathers to nailing im-peck-able courtship routines  birds in paradise flaunt their best moves in hopes of landing a mate.
